,True,Predicted,RF,Total Duplication,Mapped Interval,Predictive Distribution
98,"(A_2:3.843373613112936,(A_1:2.4645953292956504,(C_1:1.5681980721115352,B_1:1.5681980721115352):0.8963972571841154):1.3787782838172857):0.0;","(A_2,(A_1,(C_1,B_1)));",0,0,111181320.0,"{'(A_1,(A_2,(C_1,B_1)));': 0.0, '(A_2,(A_1,(C_1,B_1)));': 1.0}"
99,"((B_1:1.2147780811093107,C_1:1.2147780811093107):1.1185978015683773,(A_2:1.997833595687205,A_1:1.997833595687205):0.33554228699048294):0.0;","((B_1,C_1),(A_1,A_2));",0,0,117111010.0,"{'((B_1,C_1),(A_1,A_2));': 1.0}"
100,"(A_1:4.244806790846344,((B_1:1.8117854248943832,C_1:1.8117854248943832):0.948451912564535,(A_3:0.7931935763525831,A_2:0.7931935763525831):1.9670437611063352):1.4845694533874259):0.0;","(A_1,((B_1,C_1),(A_2,A_3)));",0,0,111101141022.0,"{'(A_1,((B_1,C_1),(A_2,A_3)));': 1.0, '(A_2,((B_1,C_1),(A_1,A_3)));': 0.0, '(A_3,((B_1,C_1),(A_1,A_2)));': 0.0}"
101,"((B_1:1.242795002711032,C_1:1.242795002711032):1.0724253105260506,(A_2:1.6364892272559706,A_1:1.6364892272559706):0.678731085981112):0.0;","((B_1,C_1),(A_1,A_2));",0,0,1171199.0,"{'((B_1,C_1),(A_1,A_2));': 1.0}"
102,"(((C_1:1.602751631234097,B_1:1.602751631234097):0.49325875905530797,(A_1:1.5393889336418065,(A_5:0.4067753890738041,A_2:0.4067753890738041):1.1326135445680023):0.5566214566475984):3.8343319678069054,(A_4:3.3407787921125727,A_3:3.3407787921125727):2.5895635659837377):0.0;","(((C_1,B_1),(A_1,(A_2,A_5))),(A_3,A_4));",0,0,119111389111717.0,"{'(((C_1,B_1),(A_1,(A_2,A_3))),(A_4,A_5));': 0.0, '(((C_1,B_1),(A_1,(A_2,A_4))),(A_3,A_5));': 0.0, '(((C_1,B_1),(A_1,(A_2,A_5))),(A_3,A_4));': 1.0, '(((C_1,B_1),(A_1,(A_3,A_4))),(A_2,A_5));': 0.0, '(((C_1,B_1),(A_1,(A_3,A_5))),(A_2,A_4));': 0.0, '(((C_1,B_1),(A_1,(A_4,A_5))),(A_2,A_3));': 0.0, '(((C_1,B_1),(A_2,(A_1,A_3))),(A_4,A_5));': 0.0, '(((C_1,B_1),(A_2,(A_1,A_4))),(A_3,A_5));': 0.0, '(((C_1,B_1),(A_2,(A_1,A_5))),(A_3,A_4));': 0.0, '(((C_1,B_1),(A_2,(A_3,A_4))),(A_1,A_5));': 0.0, '(((C_1,B_1),(A_2,(A_3,A_5))),(A_1,A_4));': 0.0, '(((C_1,B_1),(A_2,(A_4,A_5))),(A_1,A_3));': 0.0, '(((C_1,B_1),(A_3,(A_1,A_2))),(A_4,A_5));': 0.0, '(((C_1,B_1),(A_3,(A_1,A_4))),(A_2,A_5));': 0.0, '(((C_1,B_1),(A_3,(A_1,A_5))),(A_2,A_4));': 0.0, '(((C_1,B_1),(A_3,(A_2,A_4))),(A_1,A_5));': 0.0, '(((C_1,B_1),(A_3,(A_2,A_5))),(A_1,A_4));': 0.0, '(((C_1,B_1),(A_3,(A_4,A_5))),(A_1,A_2));': 0.0, '(((C_1,B_1),(A_4,(A_1,A_2))),(A_3,A_5));': 0.0, '(((C_1,B_1),(A_4,(A_1,A_3))),(A_2,A_5));': 0.0, '(((C_1,B_1),(A_4,(A_1,A_5))),(A_2,A_3));': 0.0, '(((C_1,B_1),(A_4,(A_2,A_3))),(A_1,A_5));': 0.0, '(((C_1,B_1),(A_4,(A_2,A_5))),(A_1,A_3));': 0.0, '(((C_1,B_1),(A_4,(A_3,A_5))),(A_1,A_2));': 0.0, '(((C_1,B_1),(A_5,(A_1,A_2))),(A_3,A_4));': 0.0, '(((C_1,B_1),(A_5,(A_1,A_3))),(A_2,A_4));': 0.0, '(((C_1,B_1),(A_5,(A_1,A_4))),(A_2,A_3));': 0.0, '(((C_1,B_1),(A_5,(A_2,A_3))),(A_1,A_4));': 0.0, '(((C_1,B_1),(A_5,(A_2,A_4))),(A_1,A_3));': 0.0, '(((C_1,B_1),(A_5,(A_3,A_4))),(A_1,A_2));': 0.0}"
103,"(A_1:2.5410161869455545,(C_1:1.776686530021144,B_1:1.776686530021144):0.7643296569244106):0.0;","(A_1,(C_1,B_1));",0,0,111913.0,"{'(A_1,(C_1,B_1));': 1.0}"
104,"((B_1:1.6946121373823355,C_1:1.6946121373823355):0.7796676600700456,A_1:2.474279797452381):0.0;","((B_1,C_1),A_1);",0,0,119113.0,"{'((B_1,C_1),A_1);': 1.0}"
105,"((A_1:2.115575521612337,(B_1:1.5094265867620797,C_1:1.5094265867620797):0.6061489348502571):0.16851413195026543,(C_2:1.2281019452057718,(C_4:1.1017269316935812,C_3:1.1017269316935812):0.1263750135121906):1.0559877083568308):0.0;","((A_1,(B_1,C_1)),(C_2,(C_3,C_4)));",0,0,1118111116711.0,"{'((A_1,(B_1,C_1)),(C_2,(C_3,C_4)));': 1.0, '((A_1,(B_1,C_1)),(C_3,(C_2,C_4)));': 0.0, '((A_1,(B_1,C_1)),(C_4,(C_2,C_3)));': 0.0, '((A_1,(B_1,C_2)),(C_1,(C_3,C_4)));': 0.0, '((A_1,(B_1,C_2)),(C_3,(C_1,C_4)));': 0.0, '((A_1,(B_1,C_2)),(C_4,(C_1,C_3)));': 0.0, '((A_1,(B_1,C_3)),(C_1,(C_2,C_4)));': 0.0, '((A_1,(B_1,C_3)),(C_2,(C_1,C_4)));': 0.0, '((A_1,(B_1,C_3)),(C_4,(C_1,C_2)));': 0.0, '((A_1,(B_1,C_4)),(C_1,(C_2,C_3)));': 0.0, '((A_1,(B_1,C_4)),(C_2,(C_1,C_3)));': 0.0, '((A_1,(B_1,C_4)),(C_3,(C_1,C_2)));': 0.0}"
106,"(A_1:2.224284310304029,(B_1:1.2226699809701802,C_1:1.2226699809701802):1.0016143293338486):0.0;","(A_1,(B_1,C_1));",0,0,111712.0,"{'(A_1,(B_1,C_1));': 1.0}"
107,"(A_1:2.2050027796926304,(C_1:1.4890199136651505,B_1:1.4890199136651505):0.7159828660274797):0.0;","(A_1,(C_1,B_1));",0,0,111812.0,"{'(A_1,(C_1,B_1));': 1.0}"
108,"((C_2:1.3187757519104466,(C_4:1.2893672068699171,B_2:1.2893672068699171):0.029408545040529477):5.498599080572164,(A_1:2.3806363271497153,(C_3:1.3978482997028456,(C_1:1.2795241804103243,B_1:1.2795241804103243):0.11832411929252129):0.9827880274468699):4.436738505332895):0.0;","((C_2,(C_4,B_2)),(A_1,(C_3,(C_1,B_1))));",0,0,111771111771212.0,"{'((C_1,(C_2,B_1)),(A_1,(C_3,(C_4,B_2))));': 0.0, '((C_1,(C_2,B_1)),(A_1,(C_4,(C_3,B_2))));': 0.0, '((C_1,(C_2,B_2)),(A_1,(C_3,(C_4,B_1))));': 0.0, '((C_1,(C_2,B_2)),(A_1,(C_4,(C_3,B_1))));': 0.0, '((C_1,(C_3,B_1)),(A_1,(C_2,(C_4,B_2))));': 0.0, '((C_1,(C_3,B_1)),(A_1,(C_4,(C_2,B_2))));': 0.0, '((C_1,(C_3,B_2)),(A_1,(C_2,(C_4,B_1))));': 0.0, '((C_1,(C_3,B_2)),(A_1,(C_4,(C_2,B_1))));': 0.0, '((C_1,(C_4,B_1)),(A_1,(C_2,(C_3,B_2))));': 0.0, '((C_1,(C_4,B_1)),(A_1,(C_3,(C_2,B_2))));': 0.0, '((C_1,(C_4,B_2)),(A_1,(C_2,(C_3,B_1))));': 0.0, '((C_1,(C_4,B_2)),(A_1,(C_3,(C_2,B_1))));': 0.0, '((C_2,(C_1,B_1)),(A_1,(C_3,(C_4,B_2))));': 0.0, '((C_2,(C_1,B_1)),(A_1,(C_4,(C_3,B_2))));': 0.0, '((C_2,(C_1,B_2)),(A_1,(C_3,(C_4,B_1))));': 0.0, '((C_2,(C_1,B_2)),(A_1,(C_4,(C_3,B_1))));': 0.0, '((C_2,(C_3,B_1)),(A_1,(C_1,(C_4,B_2))));': 0.0, '((C_2,(C_3,B_1)),(A_1,(C_4,(C_1,B_2))));': 0.0, '((C_2,(C_3,B_2)),(A_1,(C_1,(C_4,B_1))));': 0.0, '((C_2,(C_3,B_2)),(A_1,(C_4,(C_1,B_1))));': 0.0, '((C_2,(C_4,B_1)),(A_1,(C_1,(C_3,B_2))));': 0.0, '((C_2,(C_4,B_1)),(A_1,(C_3,(C_1,B_2))));': 0.0, '((C_2,(C_4,B_2)),(A_1,(C_1,(C_3,B_1))));': 0.0, '((C_2,(C_4,B_2)),(A_1,(C_3,(C_1,B_1))));': 1.0, '((C_3,(C_1,B_1)),(A_1,(C_2,(C_4,B_2))));': 0.0, '((C_3,(C_1,B_1)),(A_1,(C_4,(C_2,B_2))));': 0.0, '((C_3,(C_1,B_2)),(A_1,(C_2,(C_4,B_1))));': 0.0, '((C_3,(C_1,B_2)),(A_1,(C_4,(C_2,B_1))));': 0.0, '((C_3,(C_2,B_1)),(A_1,(C_1,(C_4,B_2))));': 0.0, '((C_3,(C_2,B_1)),(A_1,(C_4,(C_1,B_2))));': 0.0, '((C_3,(C_2,B_2)),(A_1,(C_1,(C_4,B_1))));': 0.0, '((C_3,(C_2,B_2)),(A_1,(C_4,(C_1,B_1))));': 0.0, '((C_3,(C_4,B_1)),(A_1,(C_1,(C_2,B_2))));': 0.0, '((C_3,(C_4,B_1)),(A_1,(C_2,(C_1,B_2))));': 0.0, '((C_3,(C_4,B_2)),(A_1,(C_1,(C_2,B_1))));': 0.0, '((C_3,(C_4,B_2)),(A_1,(C_2,(C_1,B_1))));': 0.0, '((C_4,(C_1,B_1)),(A_1,(C_2,(C_3,B_2))));': 0.0, '((C_4,(C_1,B_1)),(A_1,(C_3,(C_2,B_2))));': 0.0, '((C_4,(C_1,B_2)),(A_1,(C_2,(C_3,B_1))));': 0.0, '((C_4,(C_1,B_2)),(A_1,(C_3,(C_2,B_1))));': 0.0, '((C_4,(C_2,B_1)),(A_1,(C_1,(C_3,B_2))));': 0.0, '((C_4,(C_2,B_1)),(A_1,(C_3,(C_1,B_2))));': 0.0, '((C_4,(C_2,B_2)),(A_1,(C_1,(C_3,B_1))));': 0.0, '((C_4,(C_2,B_2)),(A_1,(C_3,(C_1,B_1))));': 0.0, '((C_4,(C_3,B_1)),(A_1,(C_1,(C_2,B_2))));': 0.0, '((C_4,(C_3,B_1)),(A_1,(C_2,(C_1,B_2))));': 0.0, '((C_4,(C_3,B_2)),(A_1,(C_1,(C_2,B_1))));': 0.0, '((C_4,(C_3,B_2)),(A_1,(C_2,(C_1,B_1))));': 0.0}"
109,"(A_2:2.936360706433793,(A_1:2.5085911658715228,(C_1:1.205495015528189,B_1:1.205495015528189):1.3030961503433336):0.4277695405622701):0.0;","(A_2,(A_1,(C_1,B_1)));",0,0,111171315.0,"{'(A_1,(A_2,(C_1,B_1)));': 0.0, '(A_2,(A_1,(C_1,B_1)));': 1.0}"
110,"(B_1:2.457040610344886,(A_1:2.026137659781988,C_1:2.026137659781988):0.430902950562898):0.0;","(B_1,(A_1,C_1));",0,0,1111113.0,"{'(B_1,(A_1,C_1));': 1.0}"
111,"(A_1:3.478413921656224,(B_1:2.2082647763954446,C_1:2.2082647763954446):1.2701491452607794):0.0;","(A_1,(B_1,C_1));",0,0,1111218.0,"{'(A_1,(B_1,C_1));': 1.0}"
112,"((A_1:2.280093331453885,B_1:2.280093331453885):0.15700663231673692,C_1:2.437099963770622):0.0;","((A_1,B_1),C_1);",0,0,1112113.0,"{'((A_1,B_1),C_1);': 1.0}"
113,"((B_1:1.0645232182902349,C_1:1.0645232182902349):1.3838433135555523,A_1:2.448366531845787):0.0;","((B_1,C_1),A_1);",0,0,116113.0,"{'((B_1,C_1),A_1);': 1.0}"
114,"(A_1:2.753897844551329,((C_1:1.7231316127761822,B_1:1.7231316127761822):0.7789042257181173,((B_2:0.3897259948246161,B_4:0.3897259948246161):0.38229072903624395,B_3:0.7720167238608601):1.7300191146334396):0.2518620060570296):0.0;","(A_1,((C_1,B_1),((B_2,B_4),B_3)));",0,0,111911214914.0,"{'(A_1,((C_1,B_1),((B_2,B_3),B_4)));': 0.0, '(A_1,((C_1,B_1),((B_2,B_4),B_3)));': 1.0, '(A_1,((C_1,B_1),((B_3,B_4),B_2)));': 0.0, '(A_1,((C_1,B_2),((B_1,B_3),B_4)));': 0.0, '(A_1,((C_1,B_2),((B_1,B_4),B_3)));': 0.0, '(A_1,((C_1,B_2),((B_3,B_4),B_1)));': 0.0, '(A_1,((C_1,B_3),((B_1,B_2),B_4)));': 0.0, '(A_1,((C_1,B_3),((B_1,B_4),B_2)));': 0.0, '(A_1,((C_1,B_3),((B_2,B_4),B_1)));': 0.0, '(A_1,((C_1,B_4),((B_1,B_2),B_3)));': 0.0, '(A_1,((C_1,B_4),((B_1,B_3),B_2)));': 0.0, '(A_1,((C_1,B_4),((B_2,B_3),B_1)));': 0.0}"
115,"(C_3:2.8918631109807498,((B_1:1.4739885167982765,(C_2:0.798315334951117,C_1:0.798315334951117):0.6756731818471595):0.6368621175259649,A_1:2.1108506343242412):0.7810124766565085):0.0;","(C_3,((B_1,(C_1,C_2)),A_1));",0,0,11114811115.0,"{'(C_1,((B_1,(C_2,C_3)),A_1));': 0.0, '(C_2,((B_1,(C_1,C_3)),A_1));': 0.0, '(C_3,((B_1,(C_1,C_2)),A_1));': 1.0}"
116,"((B_1:1.7282658351139546,C_1:1.7282658351139546):4.959914465839976,(A_2:1.928470332897978,A_1:1.928470332897978):4.759709968055953):0.0;","((B_1,C_1),(A_1,A_2));",0,0,119111010.0,"{'((B_1,C_1),(A_1,A_2));': 1.0}"
117,"(A_1:2.124494224280221,(C_1:1.607677816419407,B_1:1.607677816419407):0.5168164078608143):0.0;","(A_1,(C_1,B_1));",0,0,111911.0,"{'(A_1,(C_1,B_1));': 1.0}"
118,"(B_2:5.113074600172286,((B_1:2.422288314604248,A_1:2.422288314604248):0.5762946443090972,C_1:2.998582958913345):2.114491641258941):0.0;","(B_2,((B_1,A_1),C_1));",0,0,1111311526.0,"{'(B_1,((B_2,A_1),C_1));': 0.0, '(B_2,((B_1,A_1),C_1));': 1.0}"
119,"(B_3:6.577180882223452,((C_1:1.560844266604724,(B_2:0.8897898092696386,B_1:0.8897898092696386):0.6710544573350854):0.6383470236976241,A_1:2.1991912903023483):4.377989591921104):0.0;","(B_3,((C_1,(B_1,B_2)),A_1));",0,0,11115811133.0,"{'(B_1,((C_1,(B_2,B_3)),A_1));': 0.0, '(B_2,((C_1,(B_1,B_3)),A_1));': 0.0, '(B_3,((C_1,(B_1,B_2)),A_1));': 1.0}"
120,"(A_2:2.9206369648745585,((B_1:1.40045568321403,C_1:1.40045568321403):1.0754578963629242,(A_3:0.5150349193077319,A_1:0.5150349193077319):1.9608786602692223):0.44472338529760425):0.0;","(A_2,((B_1,C_1),(A_1,A_3)));",0,0,1118113815.0,"{'(A_1,((B_1,C_1),(A_2,A_3)));': 0.0, '(A_2,((B_1,C_1),(A_1,A_3)));': 1.0, '(A_3,((B_1,C_1),(A_1,A_2)));': 0.0}"
121,"(((C_1:1.0211300911145873,B_1:1.0211300911145873):1.3068231644271133,(A_3:0.3080574398939159,A_1:0.3080574398939159):2.019895815647785):2.8489686018496787,(A_4:0.3640802368666108,A_2:0.3640802368666108):4.812841620524768):0.0;","(((C_1,B_1),(A_1,A_3)),(A_2,A_4));",0,0,11611261126.0,"{'(((C_1,B_1),(A_1,A_2)),(A_3,A_4));': 0.0, '(((C_1,B_1),(A_1,A_3)),(A_2,A_4));': 1.0, '(((C_1,B_1),(A_1,A_4)),(A_2,A_3));': 0.0, '(((C_1,B_1),(A_2,A_3)),(A_1,A_4));': 0.0, '(((C_1,B_1),(A_2,A_4)),(A_1,A_3));': 0.0, '(((C_1,B_1),(A_3,A_4)),(A_1,A_2));': 0.0}"
122,"(C_1:2.3880564734549785,(A_1:2.2182925075590156,(B_2:0.6970391934693801,B_1:0.6970391934693801):1.5212533140896354):0.16976396589596307):0.0;","(C_1,(A_1,(B_1,B_2)));",0,0,111141212.0,"{'(C_1,(A_1,(B_1,B_2)));': 1.0}"
123,"((B_1:2.26926671917146,A_1:2.26926671917146):0.9303013472337699,(B_2:1.306696982801889,C_1:1.306696982801889):1.8928710836033409):0.0;","((B_1,A_1),(B_2,C_1));",0,0,111211712.0,"{'((B_1,A_1),(B_2,C_1));': 1.0, '((B_2,A_1),(B_1,C_1));': 0.0}"
124,"((B_1:2.035720798905675,A_1:2.035720798905675):0.01457894633579457,((C_2:1.3419529588131502,B_2:1.3419529588131502):0.5137244574664885,C_1:1.8556774162796388):0.19462232896183052):0.0;","((B_1,A_1),((C_2,B_2),C_1));",0,0,111111711011.0,"{'((B_1,A_1),((C_1,B_2),C_2));': 0.0, '((B_1,A_1),((C_2,B_2),C_1));': 1.0, '((B_2,A_1),((C_1,B_1),C_2));': 0.0, '((B_2,A_1),((C_2,B_1),C_1));': 0.0}"
125,"(A_2:6.672002800719445,(A_1:2.1971197951183323,(C_1:1.2797011342662878,B_1:1.2797011342662878):0.9174186608520446):4.474883005601113):0.0;","(A_2,(A_1,(C_1,B_1)));",0,0,111171134.0,"{'(A_1,(A_2,(C_1,B_1)));': 0.0, '(A_2,(A_1,(C_1,B_1)));': 1.0}"
126,"((B_1:1.170226108114251,C_1:1.170226108114251):1.7395753999802888,A_1:2.9098015080945396):0.0;","((B_1,C_1),A_1);",0,0,116115.0,"{'((B_1,C_1),A_1);': 1.0}"
127,"(A_1:2.032706988941146,(B_2:1.5927634102528998,(C_1:1.0608291308963655,B_1:1.0608291308963655):0.5319342793565343):0.4399435786882464):0.0;","(A_1,(B_2,(C_1,B_1)));",0,0,11116811.0,"{'(A_1,(B_1,(C_1,B_2)));': 0.0, '(A_1,(B_2,(C_1,B_1)));': 1.0}"
128,"((B_1:2.1608726633942306,(C_1:1.9266975111523874,(B_3:0.8127638054876771,B_2:0.8127638054876771):1.1139337056647103):0.23417515224184315):0.6968406433443735,A_1:2.857713306738604):0.0;","((B_1,(C_1,(B_2,B_3))),A_1);",0,0,111151011115.0,"{'((B_1,(C_1,(B_2,B_3))),A_1);': 1.0, '((B_2,(C_1,(B_1,B_3))),A_1);': 0.0, '((B_3,(C_1,(B_1,B_2))),A_1);': 0.0}"
129,"(B_3:7.32173333351403,((A_1:2.222241223480438,B_1:2.222241223480438):1.476477083889237,((C_2:1.0029427144664675,B_2:1.0029427144664675):0.3694111119546142,C_1:1.3723538264210817):2.3263644809485933):3.6230150261443548):0.0;","(B_3,((A_1,B_1),((C_2,B_2),C_1)));",0,0,11112116171237.0,"{'(B_1,((A_1,B_2),((C_1,B_3),C_2)));': 0.0, '(B_1,((A_1,B_2),((C_2,B_3),C_1)));': 0.0, '(B_1,((A_1,B_3),((C_1,B_2),C_2)));': 0.0, '(B_1,((A_1,B_3),((C_2,B_2),C_1)));': 0.0, '(B_2,((A_1,B_1),((C_1,B_3),C_2)));': 0.0, '(B_2,((A_1,B_1),((C_2,B_3),C_1)));': 0.0, '(B_2,((A_1,B_3),((C_1,B_1),C_2)));': 0.0, '(B_2,((A_1,B_3),((C_2,B_1),C_1)));': 0.0, '(B_3,((A_1,B_1),((C_1,B_2),C_2)));': 0.0, '(B_3,((A_1,B_1),((C_2,B_2),C_1)));': 1.0, '(B_3,((A_1,B_2),((C_1,B_1),C_2)));': 0.0, '(B_3,((A_1,B_2),((C_2,B_1),C_1)));': 0.0}"
130,"((B_1:1.418631581205946,C_1:1.418631581205946):0.9121219616011258,(A_2:0.8845508044410235,A_1:0.8845508044410235):1.4462027383660483):0.0;","((B_1,C_1),(A_1,A_2));",0,0,1181158.0,"{'((B_1,C_1),(A_1,A_2));': 1.0}"
131,"((B_1:1.555893748927308,C_1:1.555893748927308):0.6851793257355934,A_1:2.2410730746629013):0.0;","((B_1,C_1),A_1);",0,0,118112.0,"{'((B_1,C_1),A_1);': 1.0}"
132,"((C_1:1.0217897260469981,(B_2:0.3581518543988251,B_1:0.3581518543988251):0.663637871648173):1.5249908894233013,A_1:2.5467806154702997):0.0;","((C_1,(B_1,B_2)),A_1);",0,0,11126113.0,"{'((C_1,(B_1,B_2)),A_1);': 1.0}"
133,"((B_1:1.5079318306588816,C_1:1.5079318306588816):0.7296564420318805,(A_2:0.6602213635909289,A_1:0.6602213635909289):1.5773669090998332):0.0;","((B_1,C_1),(A_1,A_2));",0,0,1181148.0,"{'((B_1,C_1),(A_1,A_2));': 1.0}"
134,"(B_1:2.4865552074262434,(C_1:2.3514838594714695,A_1:2.3514838594714695):0.13507134795477396):0.0;","(B_1,(C_1,A_1));",0,0,1111213.0,"{'(B_1,(C_1,A_1));': 1.0}"
135,"((B_1:1.154666400076483,C_1:1.154666400076483):1.7633269462310213,A_1:2.917993346307504):0.0;","((B_1,C_1),A_1);",0,0,116115.0,"{'((B_1,C_1),A_1);': 1.0}"
136,"(A_1:2.7875480551103027,((B_2:2.021501729702655,(C_2:2.004880628168649,A_2:2.004880628168649):0.0166211015340057):0.5334879934453942,(B_1:1.6644891654789715,C_1:1.6644891654789715):0.8905005576690774):0.23255833196225373):0.0;","(A_1,((B_2,(C_2,A_2)),(B_1,C_1)));",0,0,111111111191114.0,"{'(A_1,((B_1,(C_1,A_2)),(B_2,C_2)));': 0.0, '(A_1,((B_1,(C_2,A_2)),(B_2,C_1)));': 0.0, '(A_1,((B_2,(C_1,A_2)),(B_1,C_2)));': 0.0, '(A_1,((B_2,(C_2,A_2)),(B_1,C_1)));': 1.0, '(A_2,((B_1,(C_1,A_1)),(B_2,C_2)));': 0.0, '(A_2,((B_1,(C_2,A_1)),(B_2,C_1)));': 0.0, '(A_2,((B_2,(C_1,A_1)),(B_1,C_2)));': 0.0, '(A_2,((B_2,(C_2,A_1)),(B_1,C_1)));': 0.0}"
137,"((A_1:2.047982736863727,(B_1:1.1989287192735996,C_1:1.1989287192735996):0.8490540175901274):0.8204448540555953,(B_4:1.4350958222054686,(B_3:0.553665310621814,B_2:0.553665310621814):0.8814305115836546):1.4333317687138538):0.0;","((A_1,(B_1,C_1)),(B_4,(B_2,B_3)));",0,0,1116111113811.0,"{'((A_1,(B_1,C_1)),(B_2,(B_3,B_4)));': 0.0, '((A_1,(B_1,C_1)),(B_3,(B_2,B_4)));': 0.0, '((A_1,(B_1,C_1)),(B_4,(B_2,B_3)));': 1.0, '((A_1,(B_2,C_1)),(B_1,(B_3,B_4)));': 0.0, '((A_1,(B_2,C_1)),(B_3,(B_1,B_4)));': 0.0, '((A_1,(B_2,C_1)),(B_4,(B_1,B_3)));': 0.0, '((A_1,(B_3,C_1)),(B_1,(B_2,B_4)));': 0.0, '((A_1,(B_3,C_1)),(B_2,(B_1,B_4)));': 0.0, '((A_1,(B_3,C_1)),(B_4,(B_1,B_2)));': 0.0, '((A_1,(B_4,C_1)),(B_1,(B_2,B_3)));': 0.0, '((A_1,(B_4,C_1)),(B_2,(B_1,B_3)));': 0.0, '((A_1,(B_4,C_1)),(B_3,(B_1,B_2)));': 0.0}"
138,"(A_1:2.2473165148481353,(B_1:1.0719331220752022,C_1:1.0719331220752022):1.175383392772933):0.0;","(A_1,(B_1,C_1));",0,0,111612.0,"{'(A_1,(B_1,C_1));': 1.0}"
139,"((B_1:2.0322920076631434,C_1:2.0322920076631434):0.4343371370726368,A_1:2.4666291447357804):0.0;","((B_1,C_1),A_1);",0,0,1111113.0,"{'((B_1,C_1),A_1);': 0.5, '((B_7,C_7),A_7);': 0.5}"
140,"(A_1:2.674295001102105,(C_1:1.2560264265156325,((B_2:0.29437587671071963,B_3:0.29437587671071963):0.38579938387844126,B_1:0.6801752605891609):0.5758511659264716):1.4182685745864725):0.0;","(A_1,(C_1,((B_2,B_3),B_1)));",0,0,1111214714.0,"{'(A_1,(C_1,((B_1,B_2),B_3)));': 0.0, '(A_1,(C_1,((B_1,B_3),B_2)));': 0.0, '(A_1,(C_1,((B_2,B_3),B_1)));': 1.0}"
141,"(A_2:4.330473134154709,(A_1:2.6001521338704805,(C_1:1.4499767524038987,B_1:1.4499767524038987):1.1501753814665818):1.7303210002842286):0.0;","(A_2,(A_1,(C_1,B_1)));",0,0,111181422.0,"{'(A_1,(A_2,(C_1,B_1)));': 0.0, '(A_2,(A_1,(C_1,B_1)));': 1.0}"
142,"((C_1:2.7200189604510494,A_1:2.7200189604510494):0.048823604438686934,(C_2:1.4840099380320932,B_1:1.4840099380320932):1.2848326268576429):0.0;","((C_1,A_1),(C_2,B_1));",0,0,111411814.0,"{'((C_1,A_1),(C_2,B_1));': 1.0, '((C_2,A_1),(C_1,B_1));': 0.0}"
143,"((B_1:1.2431649463730274,C_1:1.2431649463730274):1.157672054091225,A_1:2.4008370004642523):0.0;","((B_1,C_1),A_1);",0,0,117113.0,"{'((B_1,C_1),A_1);': 1.0}"
144,"((B_1:2.666081999324944,A_1:2.666081999324944):0.5196871646855766,(C_2:0.9704801301632449,(C_3:0.7129158654658041,C_1:0.7129158654658041):0.25756426469744076):2.2152890338472755):0.0;","((B_1,A_1),(C_2,(C_1,C_3)));",0,0,11141114514.0,"{'((B_1,A_1),(C_1,(C_2,C_3)));': 0.0, '((B_1,A_1),(C_2,(C_1,C_3)));': 1.0, '((B_1,A_1),(C_3,(C_1,C_2)));': 0.0}"
145,"((C_2:1.1495156867845366,B_2:1.1495156867845366):3.5389025343168683,(A_1:3.7037858076312267,(C_3:2.3901625851072237,(B_1:1.5181108455408197,C_1:1.5181108455408197):0.872051739566404):1.313623222524003):0.9846324134701785):0.0;","((C_2,B_2),(A_1,(C_3,(B_1,C_1))));",0,0,11611118121919.0,"{'((C_1,B_1),(A_1,(C_2,(B_2,C_3))));': 0.0, '((C_1,B_1),(A_1,(C_3,(B_2,C_2))));': 0.0, '((C_1,B_2),(A_1,(C_2,(B_1,C_3))));': 0.0, '((C_1,B_2),(A_1,(C_3,(B_1,C_2))));': 0.0, '((C_2,B_1),(A_1,(C_1,(B_2,C_3))));': 0.0, '((C_2,B_1),(A_1,(C_3,(B_2,C_1))));': 0.0, '((C_2,B_2),(A_1,(C_1,(B_1,C_3))));': 0.0, '((C_2,B_2),(A_1,(C_3,(B_1,C_1))));': 1.0, '((C_3,B_1),(A_1,(C_1,(B_2,C_2))));': 0.0, '((C_3,B_1),(A_1,(C_2,(B_2,C_1))));': 0.0, '((C_3,B_2),(A_1,(C_1,(B_1,C_2))));': 0.0, '((C_3,B_2),(A_1,(C_2,(B_1,C_1))));': 0.0}"
