,True,Predicted,RF,Total Duplication,Mapped Interval,Predictive Distribution
239,"((B_1:2.0275120267940734,(C_3:1.7656081071514071,(C_2:1.4269050038642936,C_1:1.4269050038642936):0.3387031032871135):0.26190391964266624):0.2946956344014126,(C_4:2.1489179801361833,A_1:2.1489179801361833):0.17328968105930276):0.0;","((B_1,(C_3,(C_1,C_2))),(C_4,A_1));",0,0,11118911111111.0,"{'((B_1,(C_1,(C_2,C_3))),(C_4,A_1));': 0.0, '((B_1,(C_1,(C_2,C_4))),(C_3,A_1));': 0.0, '((B_1,(C_1,(C_3,C_4))),(C_2,A_1));': 0.0, '((B_1,(C_2,(C_1,C_3))),(C_4,A_1));': 0.0, '((B_1,(C_2,(C_1,C_4))),(C_3,A_1));': 0.0, '((B_1,(C_2,(C_3,C_4))),(C_1,A_1));': 0.0, '((B_1,(C_3,(C_1,C_2))),(C_4,A_1));': 1.0, '((B_1,(C_3,(C_1,C_4))),(C_2,A_1));': 0.0, '((B_1,(C_3,(C_2,C_4))),(C_1,A_1));': 0.0, '((B_1,(C_4,(C_1,C_2))),(C_3,A_1));': 0.0, '((B_1,(C_4,(C_1,C_3))),(C_2,A_1));': 0.0, '((B_1,(C_4,(C_2,C_3))),(C_1,A_1));': 0.0}"
240,"((B_1:1.5372346170526057,C_1:1.5372346170526057):0.9317077524712207,(A_2:0.8404422721525366,A_1:0.8404422721525366):1.6285000973712898):0.0;","((B_1,C_1),(A_1,A_2));",0,0,1181158.0,"{'((B_1,C_1),(A_1,A_2));': 1.0}"
241,"(A_1:2.823146083806636,(C_1:1.4428965347546145,B_1:1.4428965347546145):1.380249549052021):0.0;","(A_1,(C_1,B_1));",0,0,111815.0,"{'(A_1,(C_1,B_1));': 1.0}"
242,"(A_1:2.4217416548253503,(C_1:1.2499963429710295,B_1:1.2499963429710295):1.171745311854321):0.0;","(A_1,(C_1,B_1));",0,0,111713.0,"{'(A_1,(C_1,B_1));': 1.0}"
243,"(A_2:2.8523606615882513,((C_1:2.028267553919062,B_1:2.028267553919062):0.04087111303031243,A_1:2.0691386669493745):0.7832219946388768):0.0;","(A_2,((C_1,B_1),A_1));",0,0,1111111115.0,"{'(A_1,((C_1,B_1),A_2));': 0.0, '(A_2,((C_1,B_1),A_1));': 1.0}"
244,"((B_1:2.0694590920909177,C_1:2.0694590920909177):1.051234746293129,(A_1:2.9325485248624616,(B_3:1.8912639143191636,(B_2:1.0546547732962703,C_2:1.0546547732962703):0.8366091410228933):1.041284610543298):0.18814531352158514):0.0;","((B_1,C_1),(A_1,(B_3,(B_2,C_2))));",0,0,111111116101515.0,"{'((B_1,C_1),(A_1,(B_2,(B_3,C_2))));': 0.0, '((B_1,C_1),(A_1,(B_3,(B_2,C_2))));': 1.0, '((B_1,C_2),(A_1,(B_2,(B_3,C_1))));': 0.0, '((B_1,C_2),(A_1,(B_3,(B_2,C_1))));': 0.0, '((B_2,C_1),(A_1,(B_1,(B_3,C_2))));': 0.0, '((B_2,C_1),(A_1,(B_3,(B_1,C_2))));': 0.0, '((B_2,C_2),(A_1,(B_1,(B_3,C_1))));': 0.0, '((B_2,C_2),(A_1,(B_3,(B_1,C_1))));': 0.0, '((B_3,C_1),(A_1,(B_1,(B_2,C_2))));': 0.0, '((B_3,C_1),(A_1,(B_2,(B_1,C_2))));': 0.0, '((B_3,C_2),(A_1,(B_1,(B_2,C_1))));': 0.0, '((B_3,C_2),(A_1,(B_2,(B_1,C_1))));': 0.0}"
245,"(C_1:2.6724666728964594,(A_2:2.120159633527688,(A_1:2.044377835096695,B_1:2.044377835096695):0.07578179843099342):0.5523070393687715):0.0;","(C_1,(A_2,(A_1,B_1)));",0,0,1111111114.0,"{'(C_1,(A_1,(A_2,B_1)));': 0.0, '(C_1,(A_2,(A_1,B_1)));': 1.0}"
246,"((A_1:3.748408489833232,(A_5:2.903484934494539,(C_1:1.9490644772102397,B_1:1.9490644772102397):0.9544204572842991):0.8449235553386938):0.2653819713297261,(A_4:1.9349609911954755,(A_2:0.9046470495989682,A_3:0.9046470495989682):1.0303139415965072):2.0788294699674834):0.0;","((A_1,(A_5,(C_1,B_1))),(A_4,(A_2,A_3)));",0,0,1.1111015191115102e+17,"{'((A_1,(A_2,(C_1,B_1))),(A_3,(A_4,A_5)));': 0.0, '((A_1,(A_2,(C_1,B_1))),(A_4,(A_3,A_5)));': 0.0, '((A_1,(A_2,(C_1,B_1))),(A_5,(A_3,A_4)));': 0.0, '((A_1,(A_3,(C_1,B_1))),(A_2,(A_4,A_5)));': 0.0, '((A_1,(A_3,(C_1,B_1))),(A_4,(A_2,A_5)));': 0.0, '((A_1,(A_3,(C_1,B_1))),(A_5,(A_2,A_4)));': 0.0, '((A_1,(A_4,(C_1,B_1))),(A_2,(A_3,A_5)));': 0.0, '((A_1,(A_4,(C_1,B_1))),(A_3,(A_2,A_5)));': 0.0, '((A_1,(A_4,(C_1,B_1))),(A_5,(A_2,A_3)));': 0.0, '((A_1,(A_5,(C_1,B_1))),(A_2,(A_3,A_4)));': 0.0, '((A_1,(A_5,(C_1,B_1))),(A_3,(A_2,A_4)));': 0.0, '((A_1,(A_5,(C_1,B_1))),(A_4,(A_2,A_3)));': 1.0, '((A_2,(A_1,(C_1,B_1))),(A_3,(A_4,A_5)));': 0.0, '((A_2,(A_1,(C_1,B_1))),(A_4,(A_3,A_5)));': 0.0, '((A_2,(A_1,(C_1,B_1))),(A_5,(A_3,A_4)));': 0.0, '((A_2,(A_3,(C_1,B_1))),(A_1,(A_4,A_5)));': 0.0, '((A_2,(A_3,(C_1,B_1))),(A_4,(A_1,A_5)));': 0.0, '((A_2,(A_3,(C_1,B_1))),(A_5,(A_1,A_4)));': 0.0, '((A_2,(A_4,(C_1,B_1))),(A_1,(A_3,A_5)));': 0.0, '((A_2,(A_4,(C_1,B_1))),(A_3,(A_1,A_5)));': 0.0, '((A_2,(A_4,(C_1,B_1))),(A_5,(A_1,A_3)));': 0.0, '((A_2,(A_5,(C_1,B_1))),(A_1,(A_3,A_4)));': 0.0, '((A_2,(A_5,(C_1,B_1))),(A_3,(A_1,A_4)));': 0.0, '((A_2,(A_5,(C_1,B_1))),(A_4,(A_1,A_3)));': 0.0, '((A_3,(A_1,(C_1,B_1))),(A_2,(A_4,A_5)));': 0.0, '((A_3,(A_1,(C_1,B_1))),(A_4,(A_2,A_5)));': 0.0, '((A_3,(A_1,(C_1,B_1))),(A_5,(A_2,A_4)));': 0.0, '((A_3,(A_2,(C_1,B_1))),(A_1,(A_4,A_5)));': 0.0, '((A_3,(A_2,(C_1,B_1))),(A_4,(A_1,A_5)));': 0.0, '((A_3,(A_2,(C_1,B_1))),(A_5,(A_1,A_4)));': 0.0, '((A_3,(A_4,(C_1,B_1))),(A_1,(A_2,A_5)));': 0.0, '((A_3,(A_4,(C_1,B_1))),(A_2,(A_1,A_5)));': 0.0, '((A_3,(A_4,(C_1,B_1))),(A_5,(A_1,A_2)));': 0.0, '((A_3,(A_5,(C_1,B_1))),(A_1,(A_2,A_4)));': 0.0, '((A_3,(A_5,(C_1,B_1))),(A_2,(A_1,A_4)));': 0.0, '((A_3,(A_5,(C_1,B_1))),(A_4,(A_1,A_2)));': 0.0, '((A_4,(A_1,(C_1,B_1))),(A_2,(A_3,A_5)));': 0.0, '((A_4,(A_1,(C_1,B_1))),(A_3,(A_2,A_5)));': 0.0, '((A_4,(A_1,(C_1,B_1))),(A_5,(A_2,A_3)));': 0.0, '((A_4,(A_2,(C_1,B_1))),(A_1,(A_3,A_5)));': 0.0, '((A_4,(A_2,(C_1,B_1))),(A_3,(A_1,A_5)));': 0.0, '((A_4,(A_2,(C_1,B_1))),(A_5,(A_1,A_3)));': 0.0, '((A_4,(A_3,(C_1,B_1))),(A_1,(A_2,A_5)));': 0.0, '((A_4,(A_3,(C_1,B_1))),(A_2,(A_1,A_5)));': 0.0, '((A_4,(A_3,(C_1,B_1))),(A_5,(A_1,A_2)));': 0.0, '((A_4,(A_5,(C_1,B_1))),(A_1,(A_2,A_3)));': 0.0, '((A_4,(A_5,(C_1,B_1))),(A_2,(A_1,A_3)));': 0.0, '((A_4,(A_5,(C_1,B_1))),(A_3,(A_1,A_2)));': 0.0, '((A_5,(A_1,(C_1,B_1))),(A_2,(A_3,A_4)));': 0.0, '((A_5,(A_1,(C_1,B_1))),(A_3,(A_2,A_4)));': 0.0, '((A_5,(A_1,(C_1,B_1))),(A_4,(A_2,A_3)));': 0.0, '((A_5,(A_2,(C_1,B_1))),(A_1,(A_3,A_4)));': 0.0, '((A_5,(A_2,(C_1,B_1))),(A_3,(A_1,A_4)));': 0.0, '((A_5,(A_2,(C_1,B_1))),(A_4,(A_1,A_3)));': 0.0, '((A_5,(A_3,(C_1,B_1))),(A_1,(A_2,A_4)));': 0.0, '((A_5,(A_3,(C_1,B_1))),(A_2,(A_1,A_4)));': 0.0, '((A_5,(A_3,(C_1,B_1))),(A_4,(A_1,A_2)));': 0.0, '((A_5,(A_4,(C_1,B_1))),(A_1,(A_2,A_3)));': 0.0, '((A_5,(A_4,(C_1,B_1))),(A_2,(A_1,A_3)));': 0.0, '((A_5,(A_4,(C_1,B_1))),(A_3,(A_1,A_2)));': 0.0}"
247,"(A_1:3.4473982552693236,(C_2:1.5231146025819364,(B_1:1.3659529745391414,C_1:1.3659529745391414):0.157161628042795):1.9242836526873872):0.0;","(A_1,(C_2,(B_1,C_1)));",0,0,11117818.0,"{'(A_1,(C_1,(B_1,C_2)));': 0.0, '(A_1,(C_2,(B_1,C_1)));': 1.0}"
248,"((C_1:1.2338500834052262,B_1:1.2338500834052262):2.7118993611396,(C_3:2.576633247911105,(C_2:2.175400160760383,A_1:2.175400160760383):0.40123308715072215):1.3691161966337209):0.0;","((C_1,B_1),(C_3,(C_2,A_1)));",0,0,117111111313.0,"{'((C_1,B_1),(C_2,(C_3,A_1)));': 0.0, '((C_1,B_1),(C_3,(C_2,A_1)));': 1.0, '((C_2,B_1),(C_1,(C_3,A_1)));': 0.0, '((C_2,B_1),(C_3,(C_1,A_1)));': 0.0, '((C_3,B_1),(C_1,(C_2,A_1)));': 0.0, '((C_3,B_1),(C_2,(C_1,A_1)));': 0.0}"
249,"((A_2:1.5321011932737558,(A_3:0.7431908760269387,A_4:0.7431908760269387):0.7889103172468171):1.5320983508633486,(C_1:2.1485755779240874,(B_1:2.108299938282342,(A_5:1.1461365914410804,A_1:1.1461365914410804):0.9621633468412618):0.040275639641745374):0.9156239662130172):0.0;","((A_2,(A_3,A_4)),(C_1,(B_1,(A_1,A_5))));",0,0,1114811116111111.0,"{'((A_1,(A_2,A_3)),(C_1,(B_1,(A_4,A_5))));': 0.0, '((A_1,(A_2,A_4)),(C_1,(B_1,(A_3,A_5))));': 0.0, '((A_1,(A_2,A_5)),(C_1,(B_1,(A_3,A_4))));': 0.0, '((A_1,(A_3,A_4)),(C_1,(B_1,(A_2,A_5))));': 0.0, '((A_1,(A_3,A_5)),(C_1,(B_1,(A_2,A_4))));': 0.0, '((A_1,(A_4,A_5)),(C_1,(B_1,(A_2,A_3))));': 0.0, '((A_2,(A_1,A_3)),(C_1,(B_1,(A_4,A_5))));': 0.0, '((A_2,(A_1,A_4)),(C_1,(B_1,(A_3,A_5))));': 0.0, '((A_2,(A_1,A_5)),(C_1,(B_1,(A_3,A_4))));': 0.0, '((A_2,(A_3,A_4)),(C_1,(B_1,(A_1,A_5))));': 1.0, '((A_2,(A_3,A_5)),(C_1,(B_1,(A_1,A_4))));': 0.0, '((A_2,(A_4,A_5)),(C_1,(B_1,(A_1,A_3))));': 0.0, '((A_3,(A_1,A_2)),(C_1,(B_1,(A_4,A_5))));': 0.0, '((A_3,(A_1,A_4)),(C_1,(B_1,(A_2,A_5))));': 0.0, '((A_3,(A_1,A_5)),(C_1,(B_1,(A_2,A_4))));': 0.0, '((A_3,(A_2,A_4)),(C_1,(B_1,(A_1,A_5))));': 0.0, '((A_3,(A_2,A_5)),(C_1,(B_1,(A_1,A_4))));': 0.0, '((A_3,(A_4,A_5)),(C_1,(B_1,(A_1,A_2))));': 0.0, '((A_4,(A_1,A_2)),(C_1,(B_1,(A_3,A_5))));': 0.0, '((A_4,(A_1,A_3)),(C_1,(B_1,(A_2,A_5))));': 0.0, '((A_4,(A_1,A_5)),(C_1,(B_1,(A_2,A_3))));': 0.0, '((A_4,(A_2,A_3)),(C_1,(B_1,(A_1,A_5))));': 0.0, '((A_4,(A_2,A_5)),(C_1,(B_1,(A_1,A_3))));': 0.0, '((A_4,(A_3,A_5)),(C_1,(B_1,(A_1,A_2))));': 0.0, '((A_5,(A_1,A_2)),(C_1,(B_1,(A_3,A_4))));': 0.0, '((A_5,(A_1,A_3)),(C_1,(B_1,(A_2,A_4))));': 0.0, '((A_5,(A_1,A_4)),(C_1,(B_1,(A_2,A_3))));': 0.0, '((A_5,(A_2,A_3)),(C_1,(B_1,(A_1,A_4))));': 0.0, '((A_5,(A_2,A_4)),(C_1,(B_1,(A_1,A_3))));': 0.0, '((A_5,(A_3,A_4)),(C_1,(B_1,(A_1,A_2))));': 0.0}"
250,"(A_1:3.152653686560174,(C_1:2.295445973764659,B_1:2.295445973764659):0.8572077127955149):0.0;","(A_1,(C_1,B_1));",0,0,1111216.0,"{'(A_1,(C_1,B_1));': 1.0}"
251,"((B_2:1.194303399955507,(C_3:0.4266570066679417,C_2:0.4266570066679417):0.7676463932875653):2.0022916379439026,((A_1:2.06334093341692,C_1:2.06334093341692):0.020503412002905667,B_1:2.0838443454198257):1.112750692479584):0.0;","((B_2,(C_2,C_3)),((A_1,C_1),B_1));",0,0,11136111111111.0,"{'((B_1,(C_1,C_2)),((A_1,C_3),B_2));': 0.0, '((B_1,(C_1,C_3)),((A_1,C_2),B_2));': 0.0, '((B_1,(C_2,C_3)),((A_1,C_1),B_2));': 0.0, '((B_2,(C_1,C_2)),((A_1,C_3),B_1));': 0.0, '((B_2,(C_1,C_3)),((A_1,C_2),B_1));': 0.0, '((B_2,(C_2,C_3)),((A_1,C_1),B_1));': 1.0}"
252,"(A_1:2.5543743874239775,(B_1:1.6654688933416972,C_1:1.6654688933416972):0.8889054940822801):0.0;","(A_1,(B_1,C_1));",0,0,111913.0,"{'(A_1,(B_1,C_1));': 1.0}"
253,"(A_1:2.6028276319600345,(C_1:1.326624518488293,B_1:1.326624518488293):1.2762031134717415):0.0;","(A_1,(C_1,B_1));",0,0,111714.0,"{'(A_1,(C_1,B_1));': 1.0}"
254,"((C_1:1.4147993691069352,B_1:1.4147993691069352):1.1660015299862776,A_1:2.5808008990932128):0.0;","((C_1,B_1),A_1);",0,0,118113.0,"{'((C_1,B_1),A_1);': 1.0}"
255,"((B_1:1.4293957348604591,C_1:1.4293957348604591):0.6718260440439682,A_1:2.1012217789044274):0.0;","((B_1,C_1),A_1);",0,0,118111.0,"{'((B_1,C_1),A_1);': 1.0}"
256,"(A_1:2.2275561011682496,(B_1:2.105618733487853,C_1:2.105618733487853):0.1219373676803968):0.0;","(A_1,(B_1,C_1));",0,0,1111112.0,"{'(A_1,(B_1,C_1));': 0.6666666666666666, '(A_6,(B_4,C_4));': 0.3333333333333333}"
257,"((A_1:2.0398935587030333,B_1:2.0398935587030333):0.48329038993718876,(C_2:2.18399004383298,C_1:2.18399004383298):0.3391939048072419):0.0;","((A_1,B_1),(C_1,C_2));",0,0,1111111111.0,"{'((A_1,B_1),(C_1,C_2));': 1.0}"
258,"((A_1:2.055233072867399,B_1:2.055233072867399):2.94698076667375,C_1:5.002213839541149):0.0;","((A_1,B_1),C_1);",0,0,1111126.0,"{'((A_1,B_1),C_1);': 1.0}"
259,"(A_1:2.6430715783526,(B_1:1.0239971082024382,C_1:1.0239971082024382):1.619074470150162):0.0;","(A_1,(B_1,C_1));",0,0,111614.0,"{'(A_1,(B_1,C_1));': 1.0}"
260,"((C_1:1.3101946490944087,(B_2:0.5245603236066405,B_1:0.5245603236066405):0.7856343254877682):2.3487951417282,A_1:3.6589897908226083):0.0;","((C_1,(B_1,B_2)),A_1);",0,0,11137119.0,"{'((C_1,(B_1,B_2)),A_1);': 1.0}"
261,"((C_1:1.1119445317635737,B_1:1.1119445317635737):2.277401577226038,A_1:3.3893461089896117):0.0;","((C_1,B_1),A_1);",0,0,116117.0,"{'((C_1,B_1),A_1);': 1.0}"
262,"((B_3:1.160572533750586,C_3:1.160572533750586):3.580309419916403,((C_2:1.1717852546840584,B_2:1.1717852546840584):2.368552720233588,(A_1:2.9176218150215365,(C_1:1.3721839307785009,B_1:1.3721839307785009):1.5454378842430359):0.6227161598961093):1.2005439787493426):0.0;","((B_3,C_3),((C_2,B_2),(A_1,(C_1,B_1))));",0,0,1161161117151515.0,"{'((B_1,C_1),((C_2,B_2),(A_1,(C_3,B_3))));': 0.0, '((B_1,C_1),((C_2,B_3),(A_1,(C_3,B_2))));': 0.0, '((B_1,C_1),((C_3,B_2),(A_1,(C_2,B_3))));': 0.0, '((B_1,C_1),((C_3,B_3),(A_1,(C_2,B_2))));': 0.0, '((B_1,C_2),((C_1,B_2),(A_1,(C_3,B_3))));': 0.0, '((B_1,C_2),((C_1,B_3),(A_1,(C_3,B_2))));': 0.0, '((B_1,C_2),((C_3,B_2),(A_1,(C_1,B_3))));': 0.0, '((B_1,C_2),((C_3,B_3),(A_1,(C_1,B_2))));': 0.0, '((B_1,C_3),((C_1,B_2),(A_1,(C_2,B_3))));': 0.0, '((B_1,C_3),((C_1,B_3),(A_1,(C_2,B_2))));': 0.0, '((B_1,C_3),((C_2,B_2),(A_1,(C_1,B_3))));': 0.0, '((B_1,C_3),((C_2,B_3),(A_1,(C_1,B_2))));': 0.0, '((B_2,C_1),((C_2,B_1),(A_1,(C_3,B_3))));': 0.0, '((B_2,C_1),((C_2,B_3),(A_1,(C_3,B_1))));': 0.0, '((B_2,C_1),((C_3,B_1),(A_1,(C_2,B_3))));': 0.0, '((B_2,C_1),((C_3,B_3),(A_1,(C_2,B_1))));': 0.0, '((B_2,C_2),((C_1,B_1),(A_1,(C_3,B_3))));': 0.0, '((B_2,C_2),((C_1,B_3),(A_1,(C_3,B_1))));': 0.0, '((B_2,C_2),((C_3,B_1),(A_1,(C_1,B_3))));': 0.0, '((B_2,C_2),((C_3,B_3),(A_1,(C_1,B_1))));': 0.0, '((B_2,C_3),((C_1,B_1),(A_1,(C_2,B_3))));': 0.0, '((B_2,C_3),((C_1,B_3),(A_1,(C_2,B_1))));': 0.0, '((B_2,C_3),((C_2,B_1),(A_1,(C_1,B_3))));': 0.0, '((B_2,C_3),((C_2,B_3),(A_1,(C_1,B_1))));': 0.0, '((B_3,C_1),((C_2,B_1),(A_1,(C_3,B_2))));': 0.0, '((B_3,C_1),((C_2,B_2),(A_1,(C_3,B_1))));': 0.0, '((B_3,C_1),((C_3,B_1),(A_1,(C_2,B_2))));': 0.0, '((B_3,C_1),((C_3,B_2),(A_1,(C_2,B_1))));': 0.0, '((B_3,C_2),((C_1,B_1),(A_1,(C_3,B_2))));': 0.0, '((B_3,C_2),((C_1,B_2),(A_1,(C_3,B_1))));': 0.0, '((B_3,C_2),((C_3,B_1),(A_1,(C_1,B_2))));': 0.0, '((B_3,C_2),((C_3,B_2),(A_1,(C_1,B_1))));': 0.0, '((B_3,C_3),((C_1,B_1),(A_1,(C_2,B_2))));': 0.0, '((B_3,C_3),((C_1,B_2),(A_1,(C_2,B_1))));': 0.0, '((B_3,C_3),((C_2,B_1),(A_1,(C_1,B_2))));': 0.0, '((B_3,C_3),((C_2,B_2),(A_1,(C_1,B_1))));': 1.0}"
263,"((B_2:1.842216522223558,(C_3:1.5937842761861705,C_2:1.5937842761861705):0.24843224603738756):1.2801056672483024,((C_1:1.087228361940062,B_1:1.087228361940062):1.9735068576803623,A_1:3.0607352196204243):0.06158696985143619):0.0;","((B_2,(C_2,C_3)),((C_1,B_1),A_1));",0,0,11181011611616.0,"{'((B_1,(C_1,C_2)),((C_3,B_2),A_1));': 0.0, '((B_1,(C_1,C_3)),((C_2,B_2),A_1));': 0.0, '((B_1,(C_2,C_3)),((C_1,B_2),A_1));': 0.0, '((B_2,(C_1,C_2)),((C_3,B_1),A_1));': 0.0, '((B_2,(C_1,C_3)),((C_2,B_1),A_1));': 0.0, '((B_2,(C_2,C_3)),((C_1,B_1),A_1));': 1.0}"
264,"((C_1:1.2561823378992736,B_1:1.2561823378992736):2.135267171372043,A_1:3.3914495092713164):0.0;","((C_1,B_1),A_1);",0,0,117117.0,"{'((C_1,B_1),A_1);': 1.0}"
265,"((B_2:1.0543258811474399,C_2:1.0543258811474399):2.0368984627821334,(C_3:2.9559367847710942,(A_1:2.462442325893819,(C_1:1.3159954925655235,B_1:1.3159954925655235):1.1464468333282953):0.4934944588772754):0.135287559158479):0.0;","((B_2,C_2),(C_3,(A_1,(C_1,B_1))));",0,0,11611117131515.0,"{'((B_1,C_1),(C_2,(A_1,(C_3,B_2))));': 0.0, '((B_1,C_1),(C_3,(A_1,(C_2,B_2))));': 0.0, '((B_1,C_2),(C_1,(A_1,(C_3,B_2))));': 0.0, '((B_1,C_2),(C_3,(A_1,(C_1,B_2))));': 0.0, '((B_1,C_3),(C_1,(A_1,(C_2,B_2))));': 0.0, '((B_1,C_3),(C_2,(A_1,(C_1,B_2))));': 0.0, '((B_2,C_1),(C_2,(A_1,(C_3,B_1))));': 0.0, '((B_2,C_1),(C_3,(A_1,(C_2,B_1))));': 0.0, '((B_2,C_2),(C_1,(A_1,(C_3,B_1))));': 0.0, '((B_2,C_2),(C_3,(A_1,(C_1,B_1))));': 1.0, '((B_2,C_3),(C_1,(A_1,(C_2,B_1))));': 0.0, '((B_2,C_3),(C_2,(A_1,(C_1,B_1))));': 0.0}"
266,"(B_1:2.7982510101834377,(C_1:2.4461557861964156,(A_1:2.2291005253544145,(C_3:1.088049968358497,C_2:1.088049968358497):1.1410505569959175):0.2170552608420011):0.35209522398702214):0.0;","(B_1,(C_1,(A_1,(C_2,C_3))));",0,0,111116121314.0,"{'(B_1,(C_1,(A_1,(C_2,C_3))));': 1.0, '(B_1,(C_2,(A_1,(C_1,C_3))));': 0.0, '(B_1,(C_3,(A_1,(C_1,C_2))));': 0.0}"
267,"(A_1:2.059020141159459,(B_1:1.0876463547847635,C_1:1.0876463547847635):0.9713737863746956):0.0;","(A_1,(B_1,C_1));",0,0,111611.0,"{'(A_1,(B_1,C_1));': 1.0}"
268,"((A_1:2.6316995344385643,(C_1:1.6994263668646155,B_1:1.6994263668646155):0.9322731675739487):1.7505516013584557,(B_3:0.3985430433867091,B_2:0.3985430433867091):3.983708092410311):0.0;","((A_1,(C_1,B_1)),(B_2,B_3));",0,0,11191411214.0,"{'((A_1,(C_1,B_1)),(B_2,B_3));': 1.0, '((A_1,(C_1,B_2)),(B_1,B_3));': 0.0, '((A_1,(C_1,B_3)),(B_1,B_2));': 0.0}"
269,"((B_1:1.0474379510002614,C_1:1.0474379510002614):1.743748454037302,A_1:2.791186405037563):0.0;","((B_1,C_1),A_1);",0,0,116114.0,"{'((B_1,C_1),A_1);': 1.0}"
270,"((B_1:1.9739855971136981,C_1:1.9739855971136981):1.4231478076248525,A_1:3.3971334047385504):0.0;","((B_1,C_1),A_1);",0,0,1110117.0,"{'((B_1,C_1),A_1);': 1.0}"
271,"((B_1:1.0751717451296179,C_1:1.0751717451296179):1.3726827611545334,A_1:2.447854506284151):0.0;","((B_1,C_1),A_1);",0,0,116113.0,"{'((B_1,C_1),A_1);': 1.0}"
272,"(A_1:2.5409407843314105,(C_1:1.475347490629085,(C_2:1.3182612691925588,B_1:1.3182612691925588):0.15708622143652629):1.0655932937023254):0.0;","(A_1,(C_1,(C_2,B_1)));",0,0,11117813.0,"{'(A_1,(C_1,(C_2,B_1)));': 1.0, '(A_1,(C_2,(C_1,B_1)));': 0.0}"
273,"((C_2:1.5191630825428337,B_2:1.5191630825428337):2.269231151791008,(C_1:2.7921767796347083,(B_1:2.0604283305505384,A_1:2.0604283305505384):0.7317484490841701):0.9962174546991336):0.0;","((C_2,B_2),(C_1,(B_1,A_1)));",0,0,118111111414.0,"{'((C_1,B_1),(C_2,(B_2,A_1)));': 0.0, '((C_1,B_2),(C_2,(B_1,A_1)));': 0.0, '((C_2,B_1),(C_1,(B_2,A_1)));': 0.0, '((C_2,B_2),(C_1,(B_1,A_1)));': 1.0}"
274,"((C_1:1.239512443679638,B_1:1.239512443679638):2.8033518671688418,A_1:4.04286431084848):0.0;","((C_1,B_1),A_1);",0,0,117121.0,"{'((C_1,B_1),A_1);': 1.0}"
275,"(A_1:3.5741711545897887,(C_1:1.751202176454318,B_1:1.751202176454318):1.8229689781354708):0.0;","(A_1,(C_1,B_1));",0,0,111918.0,"{'(A_1,(C_1,B_1));': 1.0}"
276,"((C_1:1.2343956993601832,B_1:1.2343956993601832):1.7719208251111394,A_1:3.0063165244713224):0.0;","((C_1,B_1),A_1);",0,0,117116.0,"{'((C_1,B_1),A_1);': 1.0}"
277,"((B_1:2.001674256515346,C_1:2.001674256515346):0.5932423264362047,(A_2:0.8160127964241137,A_1:0.8160127964241137):1.7789037865274369):0.0;","((B_1,C_1),(A_1,A_2));",0,0,111111511.0,"{'((B_1,C_1),(A_1,A_2));': 1.0}"
278,"(A_1:3.730148588380474,(B_1:1.019663679146192,C_1:1.019663679146192):2.710484909234282):0.0;","(A_1,(B_1,C_1));",0,0,111619.0,"{'(A_1,(B_1,C_1));': 1.0}"
279,"(A_1:2.673501425823809,(C_1:1.4355372351328257,B_1:1.4355372351328257):1.2379641906909833):0.0;","(A_1,(C_1,B_1));",0,0,111814.0,"{'(A_1,(C_1,B_1));': 1.0}"
280,"(B_1:2.089908279754019,(C_1:2.0176947424838096,A_1:2.0176947424838096):0.0722135372702092):0.0;","(B_1,(C_1,A_1));",0,0,1111111.0,"{'(B_1,(C_1,A_1));': 1.0}"
281,"(A_1:2.2902044076822907,(B_1:1.2870183350532811,(C_2:0.5442608840366239,C_1:0.5442608840366239):0.7427574510166572):1.0031860726290098):0.0;","(A_1,(B_1,(C_1,C_2)));",0,0,11113712.0,"{'(A_1,(B_1,(C_1,C_2)));': 1.0}"
282,"(C_4:3.9095248203785937,(A_1:2.474321874586472,(B_1:1.193365775563031,(C_2:0.786907806901287,(C_3:0.7857448026563826,C_1:0.7857448026563826):0.001163004244904453):0.4064579686617439):1.280956099023441):1.4352029457921218):0.0;","(C_4,(A_1,(B_1,(C_2,(C_1,C_3)))));",0,0,1111114461320.0,"{'(C_1,(A_1,(B_1,(C_2,(C_3,C_4)))));': 0.0, '(C_1,(A_1,(B_1,(C_3,(C_2,C_4)))));': 0.0, '(C_1,(A_1,(B_1,(C_4,(C_2,C_3)))));': 0.0, '(C_2,(A_1,(B_1,(C_1,(C_3,C_4)))));': 0.0, '(C_2,(A_1,(B_1,(C_3,(C_1,C_4)))));': 0.0, '(C_2,(A_1,(B_1,(C_4,(C_1,C_3)))));': 0.0, '(C_3,(A_1,(B_1,(C_1,(C_2,C_4)))));': 0.0, '(C_3,(A_1,(B_1,(C_2,(C_1,C_4)))));': 0.0, '(C_3,(A_1,(B_1,(C_4,(C_1,C_2)))));': 0.0, '(C_4,(A_1,(B_1,(C_1,(C_2,C_3)))));': 0.0, '(C_4,(A_1,(B_1,(C_2,(C_1,C_3)))));': 1.0, '(C_4,(A_1,(B_1,(C_3,(C_1,C_2)))));': 0.0}"
